Gatunek,prob nektaru,Kolor,lwo_zew,lwo_wew,laszo,lasow,p1,p2,mid_dia,szypulka,petal_length,pyl_length,Odl pyl od znam,odl pyl-pl,Dl znam,Dl szyjki,lknp,Nachylenie,volume,concentration,weight
F. caucasica,,3,,,,,,,,,35.43,23.3,0,4.25,,,,,,49,
F. caucasica,,3,,,,,,,,,35.39,23.3,0,6.73,,,,,,,
F. caucasica,,3,,,,,27.02,24.01,14.3,12.26,39.52,21.36,0,4.28,31.67,20.08,2,60,,,
F. caucasica,,3,,,,,,,,,40.73,21.36,0,4.17,,,,,,,
F. caucasica,,3,,,,,,,,,39.89,22.31,0,3.09,,,,,,,
F. caucasica,,3,,,,,,,,,39.89,21.1,0,3.09,,,,,,,
F. caucasica,,3,,,,,,,,,39.14,20.23,0,2.51,,,,,,,
F. caucasica,,3,,,,,,,,,39.14,20.87,0,3.97,,,,,,,
F. caucasica,,3,,,,,28.27,23.55,13.26,13.84,41.74,24.51,0,4.03,32.04,19.85,2,60,,,
F. caucasica,,3,,,,,,,,,40.13,24.51,0,3.31,,,,,,,
F. caucasica,,3,,,,,,,,,40.14,26.47,0,3.23,,,,,,,
F. caucasica,,3,,,,,,,,,40.14,23.8,0,5.16,,,,,,,
F. caucasica,,3,,,,,,,,,40.4,23.8,0,3.64,,,,,,,
F. caucasica,,3,,,,,,,,,40.4,24.16,0,5.68,,,,,,,
F. camtschatensis,,3,6,,1,,21,20,14,14,21,12,,7,,,3,110,,,
F. camtschatcensis,,3,,,7,,20.5,19,15.5,10,21,12,,5,,,1,90,,,
F. camtschatcensis,,3,,,0,,31,32,23,11,21,12,,6,,,2,,,,
F. camtschatcensis,,3,,,0,,24,30,22.3,11,20.5,12,,2,,,,,,,
F. camtschatcensis,,3,,,,,,,,,20.5,11,,4,,,,,,,
F. camtschatcensis,,3,,,,,,,,,20.5,11,,4,,,,,,,
F. camtschatcensis,,3,,,,,,,,,24,11.5,,7,,,,,,,
F. camtschatcensis,,3,,,,,,,,,24,11.5,,5.5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,24,11.5,,8,,,,,,,
F. camtschatcensis,,3,,,,,,,,,23.5,11.5,,5.5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,23.5,11.5,,5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,23.5,13,,5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,21.5,13,,8,,,,,,,
F. camtschatcensis,,3,,,,,,,,,22,12.5,,9,,,,,,,
F. camtschatcensis,,3,,,,,,,,,20,12.5,,5.5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,20,,,12,,,,,,,
F. camtschatcensis,,3,,,,,,,,,22,,,7,,,,,,,
F. camtschatcensis,,3,,,,,,,,,18,,,7,,,,,,,
F. camtschatcensis,,3,,,,,,,,,,,,8.5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,,,,9,,,,,,,
F. camtschatcensis,,3,,,,,,,,,,,,7.5,,,,,,,
F. camtschatcensis,,3,,,,,,,,,,,,8,,,,,,,
F. carica,,4,9,7,4,7,18.1,8,14.15,38.54,19.18,14.61,2.37,2.92,13.36,8.45,1,115,,67,0.00183
F. carica,,4,,,5,1,,,,,19.17,14.61,0.73,2.31,,,,,,9.5,0.02356
F. carica,,4,,,2,6,,,,,19.17,14.61,2.48,2.31,,,,,,,0.01133
F. carica,,4,,,,13,,,,,18.63,15.25,1.55,1.21,,,,,,11,0.00432
F. carica,,4,,,,,,,,,18.66,15.28,1.66,1.56,,,,,,20.5,0.00917
F. carica,,4,,,,,,,,,18.66,15.28,1.66,3.75,,,,,,19,0.56091
F. carica,,4,,,,,18,16,16,31,17,15,0,2.5,12,5,1,130,,13.2,0.00552
F. carica,,4,,,,,,,,,17,15,0,2.5,,,,,,15,0.00413
F. carica,,4,,,,,,,,,15,15,0,1,,,,,,31,0.00567
F. carica,,4,,,,,,,,,17,14.5,1,4,,,,,,32.5,0.05557
F. carica,,4,,,,,,,,,17,14.5,2,2.5,,,,,,29,0.02589
F. carica,,4,,,,,,,,,16,14.5,1,3.5,,,,,,14.3,0.0177
F. carica,,4,,,,,16,17,10,46,20,15,0,2.5,15,6,1,45,,16.3,0.01051
F. carica,,4,,,,,,,,,19,15,0,3,,,,,,10,0.02759
F. carica,,4,,,,,,,,,17,15,0,2,,,,,,17.5,0.01355
F. carica,,4,,,,,,,,,17.5,15,0,1,,,,,,8,0.02274
F. carica,,4,,,,,,,,,17.5,15,0,2.5,,,,,,12.2,0.00563
F. carica,,4,,,,,,,,,18,15,1,4,,,,,,15,0.0156
F. carica,,4,,,,,15,15,11,64,18,14,1,1,15,6,1,50,,10,0.01446
F. carica,,4,,,,,,,,,18,14,1,3.5,,,,,,13.25,0.00973
F. carica,,4,,,,,,,,,19,14,1,4,,,,,,19,0.01793
F. carica,,4,,,,,,,,,18,14,0,1,,,,,,10.5,
F. carica,,4,,,,,,,,,18,13,1.5,2,,,,,,15,0.022
F. carica,,4,,,,,,,,,17,13,2,2,,,,,,27,0.01498
F. carica,,4,,,,,14,14,10,60,19,19,2,2,15,6,1,60,,17,0.00768
F. carica,,4,,,,,,,,,19,19,2,2,,,,,,38.5,0.00212
F. carica,,4,,,,,,,,,19,18,0,1,,,,,,23,
F. carica,,4,,,,,,,,,17,18,0,1.5,,,,,,29.75,
F. carica,,4,,,,,,,,,16.5,18,1,0.8,,,,,,32,
F. carica,,4,,,,,,,,,16.5,18,1,,,,,,,20.75,
F. carica,,4,,,,,,,,,,,0,,,,,,,60,
F. carica,,4,,,,,16,9,9,48,20,15,0,0,15,6,1,60,,13,
F. carica,,4,,,,,,,,,20,15,1,0,,,,,,22.25,
F. carica,,4,,,,,,,,,20,15,1,0,,,,,,11.25,
F. carica,,4,,,,,,,,,20,14,1.5,0,,,,,,36.25,
F. carica,,4,,,,,,,,,20,14,2,0,,,,,,10,
F. carica,,4,,,,,,,,,20,14,1,1,,,,,,15,
F. carica,,4,,,,,16,14,16,,17,15,1.5,1.7,15,6,,,,27,
F. carica,,4,,,,,,,,,17,15,4,1.7,,,,,,17,
F. carica,,4,,,,,,,,,17,15,4,4,,,,,,38.5,
F. carica,,4,,,,,,,,,17,15,4,1,,,,,,29.75,
F. carica,,4,,,,,,,,,17,15,4,4,,,,,,24.28125,
F. carica,,4,,,,,,,,,17,16,4,2,,,,,15,10,
F. carica,,4,,,,,14,14,11,,,15,4,1,16,8,,,21.5,15,
F. carica,,4,,,,,,,,,,15,4,3,,,,,9,27,
F. carica,,4,,,,,,,,,,15,4,1,,,,,19.5,17,
F. carica,,4,,,,,,,,,,15,4,3,,,,,4.8,38.5,
F. carica,,4,,,,,,,,,,15,0.1,2,,,,,11.5,29.75,
F. carica,,4,,,,,,,,,,15,0.1,4,,,,,,,
F. carica,,4,,,,,15,6,6,22,,14,0,,13,4,1,85,,,
F. carica,,4,,,,,11,8,6,57,,14,0,0,11,3,1,90,,,
F. carica,,4,,,,,20,8.5,8,27,,13,0,0,,,1,85,,,
F. carica,,4,,,,,,,,54,21,14,0,0,,,,,,,
F. carica,,4,,,,,,,,,21,14,0,0,,,,,,,
F. carica,,4,,,,,,,,,20,14,2,0,,,,,,,
F. carica,,4,,,,,,,,,17,11,3,0,,,,,,,
F. carica,,4,,,,,,,,,17,11,2,2,,,,,,,
F. carica,,4,,,,,,,,,18,12,0,2,,,,,,,
F. carica,,4,,,,,,,,,17,12,3,1,,,,,,,
F. carica,,4,,,,,,,,,17,12,0,2,,,,,,,
F. carica,,4,,,,,,,,,16,12,0,4,,,,,,,
F. carica,,4,,,,,,,,,14,14,0,0,,,,,,,
F. carica,,4,,,,,,,,,14,14,0,0,,,,,,,
F. carica,,4,,,,,,,,,13,14,0,0,,,,,,,
F. carica,,4,,,,,,,,,13,14,0,0,,,,,,,
F. carica,,4,,,,,,,,,16,14,,0,,,,,,,
F. carica,,4,,,,,,,,,13,14,,0,,,,,,,
F. carica,,4,,,,,,,,,17,,,,,,,,,,
F. carica,,4,,,,,,,,,17,,,,,,,,,,
F. carica,,4,,,,,,,,,16,,,,,,,,,,
F. carica,,4,,,,,,,,,15,,,,,,,,,,
F. carica,,4,,,,,,,,,15,,,,,,,,,,
F. carica,,4,,,,,,,,,16,,,,,,,,,,
F. conica,,4,10,8,2,3,28.07,22.59,22.61,0.89,17.18,12.08,0.46,3.51,14.85,6.9,1,180,brak,71,brak
F. conica,,4,,,6,0,,,,,19,11.97,0.54,3.1,,,,,,63.5,
F. conica,,4,,,1,1,,,,,15.8,11.97,0.65,10.57,,,,,,,
F. conica,,4,,,,0,,,,,11.71,11.97,0.8,10.56,,,,,,,
F. conica,,4,,,,,,,,,15.51,,,,,,,,,,
F. conica,,4,,,,,,,,,16.36,,,,,,,,,,
F. conica,,4,,,,,16.33,15.19,14.16,31.71,17.22,11.59,1.59,4.46,16.22,8.37,,78,,,
F. conica,,4,,,,,,,,,15.96,11.1,1.61,4.46,,,,,,,
F. conica,,4,,,,,,,,,15,12.12,0.59,3.87,,,,,,,
F. conica,,4,,,,,,,,,15.42,11.41,1.3,4.06,,,,,,,
F. conica,,4,,,,,,,,,15.26,12.06,1.72,3.7,,,,,,,
F. conica,,4,,,,,,,,,14.54,11.9,1.12,3.25,,,,,,,
F. crassifolia,,1/3,,9,18,7,,,,,18.25,12.11,0.89,6.28,13.57,5.65,90,,,,
F. crassifolia,,1/3,,,11,8,,,,,17.89,15.17,0,8.33,,,,,,,
F. crassifolia,,1/3,,,,9,,,,,18.78,13.78,0,5.59,,,,,,,
F. crassifolia,,1/3,,,,,,,,,17.85,13.78,0,6.01,,,,,,,
F. crassifolia,,1/3,,,,,,,,,17.84,13.82,0,6.4,,,,,,,
F. crassifolia,,1/3,,,,,,,,,17.84,11.47,0,7.2,,,,,,,
F. crassifolia,,1/3,,,,,,,,,12.71,12.02,0,3.87,10.89,5.06,70,,,,
F. crassifolia,,1/3,,,,,,,,,8.72,12.43,0.98,3.11,,,,,,,
F. crassifolia,,1/3,,,,,,,,,11.52,14.9,0,5.82,,,,,,,
F. crassifolia,,1/3,,,,,,,,,15.57,13.86,0,6.57,,,,,,,
F. crassifolia,,1/3,,,,,,,,,16.74,10.69,0,5.43,,,,,,,
F. crassifolia,,1/3,,,,,,,,,15.56,12.54,0,7.22,,,,,,,
F. davisi,,3,,,,,23,27,21,48,21,9,1.8,8,15,7,1,90,,,
F. davisi,,3,,,,,,,,,21,10,1.8,6,,,,,,,
F. davisi,,3,,,,,,,,,21,9,1.8,6,,,,,,,
F. davisi,,3,,,,,,,,,19.5,7,1.8,4,,,,,,,
F. davisi,,3,,,,,,,,,19.5,10,1.8,5,,,,,,,
F. davisi,,3,,,,,,,,,19.5,12,1.8,3.5,,,,,,,
F. davisi,,3,,,,,25,30,21,14,21.5,10,0,10,14,8,2,75,,,
F. davisi,,3,,,,,,,,,22,12,0,10,,,,,,,
F. davisi,,3,,,,,,,,,22,9,3,8,,,,,,,
F. davisi,,3,,,,,,,,,21,13,4,8,,,,,,,
F. davisi,,3,,,,,,,,,21,13,2,8,,,,,,,
F. davisi,,3,,,,,,,,,21,12,4,9,,,,,,,
F. davisi,,3,,,,,27,27,21,30,21,12,2.3,10,12,7,2,72,,,
F. davisi,,3,,,,,,,,,18,12,2.3,9,,,,,,,
F. davisi,,3,,,,,,,,,18,12,2.3,8,,,,,,,
F. davisi,,3,,,,,,,,,18.5,12,2.3,5,,,,,,,
F. davisi,,3,,,,,,,,,18.5,12,2.3,6,,,,,,,
F. davisi,,3,,,,,,,,,19,12,2.3,10,,,,,,,
F. davisi,,3,,,,,23,28,19,25,19,12,0,8,9,,1,,,,
F. davisi,,3,,,,,,,,,18,12,0,7,,,,,,,
F. davisi,,3,,,,,,,,,19,12,0,5,,,,,,,
F. davisi,,3,,,,,,,,,18,12,0,7,,,,,,,
F. davisi,,3,,,,,,,,,16,12,0,6,,,,,,,
F. davisi,,3,,,,,,,,,18,10,0,7,,,,,,,
F. davisi,,3,,,,,25,30,18,23,16,10,0,8,,,1,,,,
F. davisi,,3,,,,,,,,,6,10,0,10,,,,,,,
F. davisi,,3,,,,,,,,,17,10,0,9,,,,,,,
F. davisi,,3,,,,,,,,,17,10,0,10.2,,,,,,,
F. davisi,,3,,,,,,,,,16,10,0,6,,,,,,,
F. davisi,,3,,,,,,,,,17.5,10,0,9,,,,,,,
F. drenovskii,,,,,,,,,,,,,,,,,,,56.5,29,0.0161
F. drenovskii,,,,,,,,,,,,,,,,,,,53,17,0.0136
F. drenovskii,,,,,,,,,,,,,,,,,,,46,24,0.0183
F. drenovskii,,,,,,,,,,,,,,,,,,,11,36.5,0.00194
F. drenovskii,,,,,,,,,,,,,,,,,,,30,40,0.0043
F. drenovskii,,,,,,,,,,,,,,,,,,,31,25,0.01074
F. drenovskii,,,,,,,,,,,,,,,,,,,23,32,0.00301
F. eastwoodiae,,,,,,,,,,,,,,,,,,,24,19,0.00102
F. eastwoodiae,,,,,,,,,,,,,,,,,,,36.5,17,0.0031
F. eastwoodiae,,,,,,,,,,,,,,,,,,,41,13,0.01546
F. eastwoodiae,,,,,,,,,,,,,,,,,,,,,
F.eduardi,,5,13,14,16,8,69.76,73.66,71.08,37.96,40.33,39.31,0,43.29,,,2,130,40,7,0.0292
F.eduardi,,5,,,15,5,,,,,,25.45,0,31.58,,,,,40,8,0.03058
F.eduardi,,5,,,18,13,,,,,,42.48,0,31.59,,,,,37,7,0.02914
F.eduardi,,5,,,9,5,,,,,35.4,45,0,28.95,,,,,36,9.2,0.03838
F.eduardi,,5,,,,,,,,,48.51,,0,36.16,,,,,9.8,3.25,0.01071
F.eduardi,,5,,,,,,,,,43.03,,,,,,,,9,10,0.01494
F.eduardi,,5,,,,,76.3,71.63,69.77,35.67,48.5,29.85,0,46.31,,,2,75,60,5.4,0.00544
F.eduardi,,5,,,,,,,,,44.86,29.85,0,45.78,,,,,62,3.25,0.01727
F.eduardi,,5,,,,,,,,,46.56,29.85,0,41.65,,,,,65,1,0.03598
F.eduardi,,5,,,,,,,,,44.82,29.85,0,34.48,,,,,70,1.5,0.03317
F.eduardi,,5,,,,,,,,,43.8,29.85,0,45.95,,,,,36,2.25,0.04706
F.eduardi,,5,,,,,,,,,46.3,29.85,0,38.13,,,,,62,2,0.01306
F.eduardi,,5,,,,,90.73,81.74,83.35,29.51,54.09,47.86,0,33.46,46.76,,3,55,60,3.5,0.01641
F.eduardi,,5,,,,,,,,,54.68,47.86,0,42.89,,,,,61,4.75,0.03395
F.eduardi,,5,,,,,,,,,55.27,47.86,0,38.95,,,,,34,4.75,0.03326
F.eduardi,,5,,,,,,,,,54.78,47.86,0,43.35,,,,,46,3.75,0.01007
F.eduardi,,5,,,,,,,,,57.16,47.86,0,43.19,,,,,64,3.75,0.01707
F.eduardi,,5,,,,,,,,,56.14,47.86,0,37.44,,,,,,4,0.04785
F.eduardi,,5,,,,,83.5,91.14,80.3,45.02,59.06,52.24,0,49.28,52.06,,7,65,,5.5,
F.eduardi,,5,,,,,,,,,58.13,52.24,0,44.18,,,,,,6.5,
F.eduardi,,5,,,,,,,,,61.39,52.24,0,42.58,,,,,,4,
F.eduardi,,5,,,,,,,,,58.06,52.24,0,48.2,,,,,,8,
F.eduardi,,5,,,,,,,,,63.42,52.24,0,48.2,,,,,,7.5,
F.eduardi,,5,,,,,80.28,87.22,74.73,48.3,56.52,49.3,0,41.16,48.26,,7,90,,4.99,
F.eduardi,,5,,,,,,,,,58.91,49.3,0,41.16,,,,,,,
F.eduardi,,5,,,,,,,,,56.96,49.3,0,33.43,,,,,,,
F.eduardi,,5,,,,,,,,,55.89,49.3,0,39.58,,,,,,,
F.eduardi,,5,,,,,,,,,58.64,49.3,0,37.1,,,,,,,
F.eduardi,,5,,,,,,,,,59.26,49.3,0,49.63,,,,,,,
F.eduardi,,5,,,,,78.68,90.9,75.38,36.93,55.91,44.1,0,44.1,50.62,,7,85,,,
F.eduardi,,5,,,,,,,,,58.47,44.1,0,39.42,,,,,,,
F.eduardi,,5,,,,,,,,,69.94,44.1,0,41.66,,,,,,,
F.eduardi,,5,,,,,,,,,56.97,44.1,0,42.93,,,,,,,
F.eduardi,,5,,,,,,,,,56.07,44.1,0,33.42,,,,,,,
F.eduardi,,5,,,,,,,,,58.4,44.1,0,38.34,,,,,,,
F.eduardi,,5,,,,,69,71,41,7.4,54,49,,,48,,12,,,,
F.eduardi,,5,,,,,71,71,50,8.3,55,44,,,53,,,,,,
F.eduardi,,5,,,,,,,,,54,43,,,,,,,,,
F.eduardi,,5,,,,,,,,,53,46,,,,,,,,,
F.eduardi,,5,,,,,,,,,52,37,,,,,,,,,
F.eduardi,,5,,,,,,,,,53,49,,,,,,,,,
F.eduardi,,5,,,,,,,,,47,49,,,,,,,,,
F.eduardi,,5,,,,,,,,,47,49,,,,,,,,,
F.eduardi,,5,,,,,,,,,51,48,,,,,,,,,
F.eduardi,,5,,,,,,,,,41,47,,,,,,,,,
F.eduardi,,5,,,,,,,,,48,,,,,,,,,,
F.eduardi,,5,,,,,,,,,48,,,,,,,,,,
F. elwesii,,1/3,10,,12,1,,,,,,,,,,,,,brak,44,0.03041
F. elwesii,,1/3,,,5,2,,,,,,,,,,,,,,,
F. elwesii,,1/3,,,4,1,,,,,,,,,,,,,,,
F. elwesii,,1/3,,,,0,,,,,,,,,,,,,,,
F. elwesii,,1/3,,,,1,,,,,,,,,,,,,,,
F. elwesii,,1/3,,,,2,,,,,,,,,,,,,,,
F. fleischeriana,,3,8,,1,1,,,,,13.72,9.19,0,3.3,9.33,4.36,1,120,0.4,29,brak
F. fleischeriana,,3,,,1,0,,,,,12.45,9.19,0,2.01,,,,,,,
F. fleischeriana,,3,,,,0,,,,,10.38,9.05,0,2.82,,,,,,,
F. fleischeriana,,3,,,,,,,,,13.17,9.04,0,2.41,,,,,,,
F. fleischeriana,,3,,,,,,,,,10.85,9.04,0,2.85,,,,,,,
F. fleischeriana,,3,,,,,,,,,11.02,8.97,0,1.8,,,,,,,
F. frankiorium,,3,6,6,2,0,,,,,,,,,,,,,,,
F. frankiorium,,3,,,2,2,,,,,,,,,,,,,,,
F. frankiorium,,3,,,1,1,,,,,,,,,,,,,,,
F. gibbosa,,6,,,,29,,,,,,,,,,,,,,,
F. gibbosa,,6,,,,13,,,,,,,,,,,,,,,
F. gibbosa,,6,,,,18,,,,,,,,,,,,,,,
F. gibbosa,,6,,,,15,,,,,,,,,,,,,,,
F. grandiflora,,3,,12,8,,25,24,24,19,31,18,0,6,16,,2,65,41,26.5,0.00705
F. grandiflora,,3,,,5,,,,,12,30,18,0,7,,,,,43.5,21,0.01549
F. grandiflora,,3,,,6,,,,,,31,17,0,6,,,,,,,
F. grandiflora,,3,,,1,,,,,,32,17,0,7,,,,,,,
F. grandiflora,,3,,,8,,,,,,30,16,0,8,,,,,,,
F. grandiflora,,3,,,,,,,,,31,,,10,,,,,,,
F. grandiflora,,3,,,,,,,,,,,,,,,,,,,
F. grandiflora,,3,,,,,,,,,,,,,,,,,,,
F.gracilis,,,,,,,,,,,,,,,,,,,51,30,0.01267
F.gracilis,,,,,,,,,,,,,,,,,,,57,21,0.01713
F. graeca,,1/3,7,,3,,,,,,,,,,,,,,10.5,62,0.0192
F. graeca,,1/3,,,4,,,,,,,,,,,,,,10.5,62,0.011995
F. graeca,,1/3,,,0,,,,,,,,,,,,,,8.4,60,0.011995
F. graeca,,1/3,,,,,,,,,,,,,,,,,8.4,60,0.08986
F. graeca,,1/3,,,,,,,,,,,,,,,,,8.4,60,0.08986
F. graeca,,1/3,,,,,,,,,,,,,,,,,8.4,60,0.08986
F. graeca,,1/3,,,,,,,,,,,,,,,,,10.5,60,0.08986
F. graeca,,1/3,,,,,,,,,,,,,,,,,10.5,61,0.08986
F. graeca,,1/3,,,,,,,,,,,,,,,,,10.5,61,0.078881666666667
F. graeca,,1/3,,,,,,,,,,,,,,,,,,61,0.078881666666667
F. graeca,,1/3,,,,,,,,,,,,,,,,,,44,0.078881666666667
F. graeca,,1/3,,,,,,,,,,,,,,,,,,43.5,
F. graeca,,1/3,,,,,,,,,,,,,,,,,,27,
F. graeca,,1/3,,,,,,,,,,,,,,,,,,34,
F. graeca,,1/3,,,,,,,,,,,,,,,,,,44,
F. graeca,,1/3,,,,,,,,,,,,,,,,,,48,
F. graeca,,1/3,,,,,,,,,,,,,,,,,,47,
F. gussichiae,,1/3,,6,4,,,,,,,,,,,,,,,,
F. gussichiae,,1/3,,,5,,,,,,,,,,,,,,,,
F. hermonis,,1,10,10,9,4,,25,17,18,19,13,0,5,15,6,1,65,8.5,61.25,0.00738
F. hermonis,,1,,,7,5,,,,,19,13,0,4,,,,,,,
F. hermonis,,1,,,3,4,,,,,18,12,0,6,,,,,,,
F. hermonis,,1,,,10,6,,,,,20,12,0,5,,,,,,,
F. hermonis,,1,,,,4,,,,,20,12,0,5,,,,,,,
F. hermonis,,1,,,,,,24,15,10,28,13,0,5,13,8,2,85,,,
F. hermonis,,1,,,,,,,,,27,14,0,,,,,,,,
F. hermonis,,1,,,,,,,,,27,13,0,,,,,,,,
F. hermonis,,1,,,,,,,,,29,12,0,,,,,,,,
F. hermonis,,1,,,,,,,,,30,12,0,,,,,,,,
F. hermonis,,1,,,,,,,,,30,14,0,,,,,,,,
F. hermonis,,1,,,,,35,24,24,35,34,9,3,6,20,9,2,115,,,
F. hermonis,,1,,,,,30,21,25,21,35,9,2,6,18,6,1,120,,,
F. hermonis,,1,,,,,,,,,35,9,3,7,,,1,90,,,
F. hermonis,,1,,,,,,,,,31,9,3,6,,,,,,,
F. hermonis,,1,,,,,,,,,33,9,4,8,,,,,,,
F. hermonis,,1,,,,,,,,,31,14,2,7,,,,,,,
F. hermonis,,1,,,,,,,,,34,14,3,11,,,,,,,
F. hermonis,,1,,,,,,,,,32,14,3,6,,,,,,,
F. hermonis,,1,,,,,,,,,32,13,2,5,,,,,,,
F. hermonis,,1,,,,,,,,,33,14,2,6,,,,,,,
F. hermonis,,1,,,,,,,,,32,14,3,7,,,,,,,
F. hermonis,,1,,,,,,,,,32,,1,5,,,,,,,
F. imperialis,,5,13,17,19,0,61,59,44,39,46,50,0,24,67,20,5,60,55,18.75,0.44746
F. imperialis,,5,,,10,3,54,55,41,46,44,50,0,27,67,19,5,60,65,17.5,0.48029
F. imperialis,,5,,,8,3,63,55,48,36,43,49,0,32,67,18,4,,53,16.25,0.37305
F. imperialis,,5,,,8,2,60,52,41,44,46,36,0,21,63,18,,,35,15.25,0.31541
F. imperialis,,5,,,9,,61,69,,61,47,36,0,31,,,,,,,0.2284
F. imperialis,,5,,,15,,60,58,,,47,57,0,29,,,,,156,14.5,0.22328
F. imperialis,,5,,,,,,,,,47,54,0,25,,,,,211,10.5,0.19746
F. imperialis,,5,,,,,,,,,50,54,0,25,,,,,239,8,0.34779
F. imperialis,,5,,,,,,,,,51,50,0,19,,,,,244.5,8,0.37549
F. imperialis,,5,,,,,,,,,50,50,0,26,,,,,214,9.5,0.38291
F. imperialis,,5,,,,,,,,,48,48,0,23,,,,,352.5,14,0.31027
F. imperialis,,5,,,,,,,,,49,31,0,23,,,,,390,15,0.21164
F. imperialis,,5,,,,,,,,,49,49,0,46,,,,,368.5,20,0.25013
F. imperialis,,5,,,,,,,,,,49,0,26,,,,,272,17,0.34865
F. imperialis,,5,,,,,,,,,,41,0,26,,,,,175,9.5,0.19458
F. imperialis,,5,,,,,,,,,,44,0,36,,,,,233,14.3,0.31641
F. imperialis,,5,,,,,,,,,,42,0,32,,,,,300,16.3,0.09824
F. imperialis,,5,,,,,,,,,,31,0,20,,,,,182,10,0.35926
F. imperialis,,5,,,,,,,,,,49,0,25,,,,,260,17.5,0.34819
F. imperialis,,5,,,,,,,,,,49,0,20,,,,,68,8,0.18965
F. imperialis,,5,,,,,,,,,,43,0,57,,,,,306,12.2,
F. imperialis,,5,,,,,,,,,,43,0,57,,,,,300,,
F. imperialis,,5,,,,,,,,,,42,0,51,,,,,157,,
F. imperialis,,5,,,,,,,,,,63,0,56,,,,,174,,
F. imperialis,,5,,,,,,,,,,63,0,56,,,,,146,,
F. imperialis,,5,,,,,,,,,,59,0,56,,,,,274,,
F. imperialis,,5,,,,,,,,,,54,0,23,,,,,143,,
F. imperialis,,5,,,,,,,,,,54,0,22,,,,,155,,
F. imperialis,,5,,,,,,,,,,52,0,23,,,,,,,
F. imperialis,,5,,,,,,,,,,57,0,22,,,,,,,
F. imperialis,,5,,,,,,,,,,57,0,24,,,,,,,
F. imperialis,,5,,,,,,,,,,53,0,,,,,,,,
F. imperialis,,5,,,,,,,,,,52,0,,,,,,,,
F. imperialis,,5,,,,,,,,,,52,0,,,,,,,,
F. imperialis,,5,,,,,,,,,,53,0,,,,,,,,
F. imperialis,,5,,,,,32.19,36.49,32.58,71.27,43.45,29.6,1.4,7.19,36.07,21.9,,,5,11,0.00579
F. imperialis,,5,,,,,,,,,43.86,28.92,2.6,10.79,,,,,4.75,23.75,0.00513
F. imperialis,,5,,,,,,,,,43.74,30.2,0.7,11.25,,,,,2.3,42.75,0.00248
F. imperialis,,5,,,,,,,,,42.05,28.8,0.87,11.08,,,,,6.1,15.25,0.00712
F. imperialis,,5,,,,,,,,,41.26,27.35,0,9.18,,,,,,,
F. imperialis,,5,,,,,,,,,42.55,29.23,0,9.31,,,,,,,
F. imperialis,,5,,,,,,,,,42.55,,,,,,,,1.3,20,0.00159
F. imperialis,,5,,,,,29.46,32.13,30.02,54.6,42.35,28.75,1.4,12.34,34.08,19.42,,,5,24,0.00513
F. imperialis,,5,,,,,,,,,44.42,28.25,2.07,9.6,,,,,,,
F. imperialis,,5,,,,,,,,,43.79,29.35,2.59,9.11,,,,,,,
F. imperialis,,5,,,,,,,,,41.13,30.09,0.17,10.18,,,,,8,18,0.009698
F. imperialis,,5,,,,,,,,,42.27,29.46,0.21,9.17,,,,,22,13,0.02296
F. imperialis,,5,,,,,,,,,38.47,30.79,0.1,9.26,,,,,3.75,18,0.00397
F. imperialis,,5,,,,,37.2,42.29,39.87,50.09,35.84,24.03,1.8,12.11,26.33,17.25,,,7,14.75,0.00764
F. imperialis,,5,,,,,,,,,39.1,24.28,0.91,10.27,10.27,,,,2.8,5.75,0.00201
F. imperialis,,5,,,,,,,,,35.8,25.22,1.88,10.54,10.54,,,,3.75,17,0.00395
F. imperialis,,5,,,,,,,,,34.8,24.24,0.09,12.38,12.38,,,,4,20.25,0.00246
F. imperialis,,5,,,,,,,,,33.58,23.4,0.45,15.81,15.81,,,,8,,0.00867
F. imperialis,,5,,,,,,,,,33.58,24.13,0.08,15.81,15.81,,,,18,17,0.01607
F. imperialis,,5,,,,,36.39,35.86,33,77.07,37.87,25.04,1.03,10.53,32.06,16.79,,,6.5,10,0.00635
F. imperialis,,5,,,,,,,,,38.12,25.64,1.17,10.53,,,,,3,23,0.00317
F. imperialis,,5,,,,,,,,,37.61,24.66,0.52,13.72,,,,,14,20.25,0.01161
F. imperialis,,5,,,,,,,,,36.54,24.66,0.52,12.08,,,,,7,16.75,0.00756
F. imperialis,,5,,,,,,,,,36.48,23.18,0.09,12.08,,,,,3.25,19.25,0.00358
F. imperialis,,5,,,,,,,,,37.37,,0.96,11.94,,,,,,,
F. imperialis,,5,,,,,35.06,31.37,30.87,87.64,40.29,26.33,0.08,6.39,30.41,16.94,,,,,
F. imperialis,,5,,,,,,,,,40.55,27.16,0.08,8.42,,,,,,,
F. imperialis,,5,,,,,,,,,40.56,26.61,2.66,10.96,,,,,,,
F. imperialis,,5,,,,,,,,,38.54,26.01,3.79,10.24,,,,,,,
F. imperialis,,5,,,,,,,,,38.72,27.3,2.29,11.4,,,,,,,
F. imperialis,,5,,,,,,,,,36.98,23.09,1.47,6.14,,,,,,,
